counter ; t (in s) ; lat0 (in decimal degrees) ; long0 (in decimal degrees) ; roll (in rad) ; pitch (in rad) ; yaw (in rad) ; winddir (in rad) ; windspeed (in m/s) ; filteredwinddir (in rad) ; filteredwindspeed (in m/s) ; heading (in rad) ; theta (in rad) ; psi (in rad) ; latitude (in decimal degrees) ; longitude (in decimal degrees) ; x (in m) ; y (in m) ; ax (in m) ; ay (in m) ; bx (in m) ; by (in m) ; CurWP ; wpslat[CurWP] (in decimal degrees) ; wpslong[CurWP] (in decimal degrees) ; e (in m) ; norm_ma (in m) ; norm_bm (in m) ; state ; deltag (in rad) ; deltavmax (in rad) ; phi+gammabar (in rad) ; gps time (in s) ;
474 ; 1560346420 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.75764964693 ; 0 ; 48.3381820233 ; -4.67589548833 ; -3360.13343358 ; 6321.54536922 ; -3360.13343358 ; 6321.54536922 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.58324837685e-07 ; 0 ; 0 ; 0 ; 0.21631639487 ; 0 ; 0.142834966452 ; 1560346420 ;
475 ; 1560346421 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.737047718696 ; 0 ; 48.3381781817 ; -4.67589559667 ; -3360.14169423 ; 6321.11819537 ; -3360.14169423 ; 6321.11819537 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 8.38190317154e-08 ; 0 ; 0 ; 0 ; 0.208775946082 ; 0 ; 0.143291750139 ; 1560346421 ;
476 ; 1560346422 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.721095071963 ; 0 ; 48.3381747933 ; -4.67589653 ; -3360.21090481 ; 6320.7414299 ; -3360.21090481 ; 6320.7414299 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 8.38190317154e-08 ; 0 ; 0 ; 0 ; 0.201185723991 ; 0 ; 0.143291750139 ; 1560346422 ;
477 ; 1560346423 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.705915139846 ; 0 ; 48.3381716583 ; -4.67589775167 ; -3360.30141082 ; 6320.3928338 ; -3360.30141082 ; 6320.3928338 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -3.49245965481e-08 ; 0 ; 0 ; 0 ; 0.197705117791 ; 0 ; 0.144044608673 ; 1560346423 ;
478 ; 1560346424 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.678002165488 ; 0 ; 48.3381677233 ; -4.67589909333 ; -3360.40083938 ; 6319.95528177 ; -3360.40083938 ; 6319.95528177 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.94646418095e-07 ; 0 ; 0 ; 0 ; 0.187604787525 ; 0 ; 0.144498045151 ; 1560346424 ;
479 ; 1560346425 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.68145351284 ; 0 ; 48.3381637467 ; -4.67589982833 ; -3360.45542897 ; 6319.51309661 ; -3360.45542897 ; 6319.51309661 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 6.37955963612e-08 ; 0 ; 0 ; 0 ; 0.188204738636 ; 0 ; 0.144963309472 ; 1560346425 ;
480 ; 1560346426 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.654431747131 ; 0 ; 48.33816004 ; -4.67589964333 ; -3360.44199904 ; 6319.10093408 ; -3360.44199904 ; 6319.10093408 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.31433659792e-07 ; 0 ; 0 ; 0 ; 0.178782380123 ; 0 ; 0.14540696223 ; 1560346426 ;
481 ; 1560346427 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.643341587714 ; 0 ; 48.3381565717 ; -4.675900765 ; -3360.52513558 ; 6318.71527301 ; -3360.52513558 ; 6318.71527301 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.37487256527e-08 ; 0 ; 0 ; 0 ; 0.175031767367 ; 0 ; 0.14580698618 ; 1560346427 ;
482 ; 1560346428 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.636381732158 ; 0 ; 48.3381529683 ; -4.67590191 ; -3360.61000571 ; 6318.31460062 ; -3360.61000571 ; 6318.31460062 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.421438694e-08 ; 0 ; 0 ; 0 ; 0.171471370286 ; 0 ; 0.146222704246 ; 1560346428 ;
483 ; 1560346429 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.625983523063 ; 0 ; 48.338149795 ; -4.6759028 ; -3360.6759992 ; 6317.96174206 ; -3360.6759992 ; 6317.96174206 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 9.82545316219e-08 ; 0 ; 0 ; 0 ; 0.169062716363 ; 0 ; 0.146590084563 ; 1560346429 ;
484 ; 1560346430 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.594602392844 ; 0 ; 48.3381460733 ; -4.67590436 ; -3360.79155186 ; 6317.54791161 ; -3360.79155186 ; 6317.54791161 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.86264514923e-09 ; 0 ; 0 ; 0 ; 0.157343288859 ; 0 ; 0.147014797211 ; 1560346430 ;
485 ; 1560346431 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.585749195747 ; 0 ; 48.3381427783 ; -4.67590656167 ; -3360.95450517 ; 6317.18152432 ; -3360.95450517 ; 6317.18152432 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -0.338596455753 ; 0 ; 0 ; 0 ; 0.154477099764 ; 0 ; 0.16456869799 ; 1560346431 ;
486 ; 1560346432 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.570445703201 ; 0 ; 48.3381393333 ; -4.67590773333 ; -3361.04133598 ; 6316.7984578 ; -3361.04133598 ; 6316.7984578 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 5.16884028912e-08 ; 0 ; 0 ; 0 ; 0.148851786967 ; 0 ; 0.14777709346 ; 1560346432 ;
487 ; 1560346433 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.546540485553 ; 0 ; 48.3381353317 ; -4.67590824 ; -3361.07905005 ; 6316.35349277 ; -3361.07905005 ; 6316.35349277 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 8.66129994392e-08 ; 0 ; 0 ; 0 ; 0.140107649369 ; 0 ; 0.148247045988 ; 1560346433 ;
488 ; 1560346434 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.524831460647 ; 0 ; 48.3381313117 ; -4.67590995833 ; -3361.20632564 ; 6315.90648916 ; -3361.20632564 ; 6315.90648916 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -0.423340515699 ; 0 ; 0 ; 0 ; 0.123721140545 ; 0 ; 0.170192237226 ; 1560346434 ;
489 ; 1560346435 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.510104702644 ; 0 ; 48.3381274817 ; -4.67591262333 ; -3361.40356157 ; 6315.48061259 ; -3361.40356157 ; 6315.48061259 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 6.19329512119e-08 ; 0 ; 0 ; 0 ; 0.127382109963 ; 0 ; 0.149128448041 ; 1560346435 ;
490 ; 1560346436 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.505441354446 ; 0 ; 48.3381243367 ; -4.67591431667 ; -3361.52893164 ; 6315.13090455 ; -3361.52893164 ; 6315.13090455 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.11758708954e-08 ; 0 ; 0 ; 0 ; 0.12498860407 ; 0 ; 0.149482079167 ; 1560346436 ;
491 ; 1560346437 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.472064064674 ; 0 ; 48.3381209467 ; -4.675915555 ; -3361.62068656 ; 6314.75395375 ; -3361.62068656 ; 6314.75395375 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 7.8696757555e-08 ; 0 ; 0 ; 0 ; 0.11406597954 ; 0 ; 0.149870089735 ; 1560346437 ;
492 ; 1560346438 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.469170378379 ; 0 ; 48.3381175867 ; -4.67591768833 ; -3361.77859343 ; 6314.3803388 ; -3361.77859343 ; 6314.3803388 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.24797224998e-07 ; 0 ; 0 ; 0 ; 0.112146006167 ; 0 ; 0.150243731649 ; 1560346438 ;
493 ; 1560346439 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.447786973647 ; 0 ; 48.3381136283 ; -4.67591865167 ; -3361.85005924 ; 6313.94019221 ; -3361.85005924 ; 6313.94019221 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.61584466696e-07 ; 0 ; 0 ; 0 ; 0.105482496865 ; 0 ; 0.15070226143 ; 1560346439 ;
494 ; 1560346440 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.425225900344 ; 0 ; 48.3381092883 ; -4.67592006333 ; -3361.95468878 ; 6313.45760623 ; -3361.95468878 ; 6313.45760623 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.61584466696e-07 ; 0 ; 0 ; 0 ; 0.0963763794605 ; 0 ; 0.15070226143 ; 1560346440 ;
495 ; 1560346441 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.418174432449 ; 0 ; 48.338105435 ; -4.67592267833 ; -3362.14823064 ; 6313.02913511 ; -3362.14823064 ; 6313.02913511 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.55996531248e-07 ; 0 ; 0 ; 0 ; 0.09408531293 ; 0 ; 0.151626417161 ; 1560346441 ;
496 ; 1560346442 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.404056476287 ; 0 ; 48.338102315 ; -4.67592526333 ; -3362.33950671 ; 6312.68220694 ; -3362.33950671 ; 6312.68220694 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -3.49245965481e-08 ; 0 ; 0 ; 0 ; 0.0895521086096 ; 0 ; 0.151965435926 ; 1560346442 ;
497 ; 1560346443 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.388423608474 ; 0 ; 48.338099375 ; -4.67592800167 ; -3362.54210457 ; 6312.35529386 ; -3362.54210457 ; 6312.35529386 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 4.79631125927e-08 ; 0 ; 0 ; 0 ; 0.0830539251881 ; 0 ; 0.152281065416 ; 1560346443 ;
498 ; 1560346444 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.374619649581 ; 0 ; 48.33809525 ; -4.675930095 ; -3362.69710543 ; 6311.89661478 ; -3362.69710543 ; 6311.89661478 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.51457095146e-08 ; 0 ; 0 ; 0 ; 0.0764936964399 ; 0 ; 0.152744821956 ; 1560346444 ;
499 ; 1560346445 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.36518816822 ; 0 ; 48.3380915333 ; -4.67593151167 ; -3362.80206354 ; 6311.48334031 ; -3362.80206354 ; 6311.48334031 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 3.11993062496e-08 ; 0 ; 0 ; 0 ; 0.0750163178331 ; 0 ; 0.153168182411 ; 1560346445 ;
500 ; 1560346446 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.342892454795 ; 0 ; 48.33808813 ; -4.67593333333 ; -3362.93693659 ; 6311.10490691 ; -3362.93693659 ; 6311.10490691 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 3.11993062496e-08 ; 0 ; 0 ; 0 ; 0.0668553998698 ; 0 ; 0.153168182411 ; 1560346446 ;
501 ; 1560346447 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.334093974761 ; 0 ; 48.3380848017 ; -4.675935895 ; -3363.12650183 ; 6310.73481312 ; -3363.12650183 ; 6310.73481312 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 4.61004674435e-08 ; 0 ; 0 ; 0 ; 0.0622723914341 ; 0 ; 0.153912409829 ; 1560346447 ;
502 ; 1560346448 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.322136090926 ; 0 ; 48.33808087 ; -4.67593746167 ; -3363.24256144 ; 6310.29763174 ; -3363.24256144 ; 6310.29763174 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.40629708767e-07 ; 0 ; 0 ; 0 ; 0.0588802493767 ; 0 ; 0.154358906673 ; 1560346448 ;
503 ; 1560346449 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.322925494842 ; 0 ; 48.3380774967 ; -4.67593944333 ; -3363.38925897 ; 6309.92253419 ; -3363.38925897 ; 6309.92253419 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -0.34811757179 ; 0 ; 0 ; 0 ; 0.0590363157411 ; 0 ; 0.17240624091 ; 1560346449 ;
504 ; 1560346450 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.319245504073 ; 0 ; 48.3380749817 ; -4.67594263 ; -3363.62496753 ; 6309.64287894 ; -3363.62496753 ; 6309.64287894 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -4.65661287308e-09 ; 0 ; 0 ; 0 ; 0.058561177953 ; 0 ; 0.154992641165 ; 1560346450 ;
505 ; 1560346451 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.321383165054 ; 0 ; 48.3380717783 ; -4.67594448667 ; -3363.76241451 ; 6309.28668453 ; -3363.76241451 ; 6309.28668453 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -8.38190317154e-09 ; 0 ; 0 ; 0 ; 0.0570935497208 ; 0 ; 0.155348872401 ; 1560346451 ;
506 ; 1560346452 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.324754046134 ; 0 ; 48.3380680833 ; -4.675945915 ; -3363.86823366 ; 6308.87581928 ; -3363.86823366 ; 6308.87581928 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -8.38190317154e-09 ; 0 ; 0 ; 0 ; 0.0586354206164 ; 0 ; 0.155348872401 ; 1560346452 ;
507 ; 1560346453 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.331706689529 ; 0 ; 48.338064785 ; -4.67594923167 ; -3364.11360293 ; 6308.50906134 ; -3364.11360293 ; 6308.50906134 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.22468918562e-07 ; 0 ; 0 ; 0 ; 0.0606120209374 ; 0 ; 0.156117525295 ; 1560346453 ;
508 ; 1560346454 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.352887676887 ; 0 ; 48.3380621883 ; -4.67595217 ; -3364.3309614 ; 6308.22032518 ; -3364.3309614 ; 6308.22032518 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -3.1990930438e-07 ; 0 ; 0 ; 0 ; 0.0685658077874 ; 0 ; 0.156388180266 ; 1560346454 ;
509 ; 1560346455 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.354116367034 ; 0 ; 48.33805843 ; -4.675953445 ; -3364.42545115 ; 6307.80241758 ; -3364.42545115 ; 6307.80241758 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -6.14672899246e-08 ; 0 ; 0 ; 0 ; 0.0684614404765 ; 0 ; 0.15681656144 ; 1560346455 ;
510 ; 1560346456 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.347783850364 ; 0 ; 48.33805427 ; -4.67595426667 ; -3364.48645924 ; 6307.33984669 ; -3364.48645924 ; 6307.33984669 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.12224370241e-07 ; 0 ; 0 ; 0 ; 0.0657555406883 ; 0 ; 0.157297908969 ; 1560346456 ;
511 ; 1560346457 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.350702212981 ; 0 ; 48.3380513417 ; -4.675956375 ; -3364.64249014 ; 6307.01423088 ; -3364.64249014 ; 6307.01423088 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.72760337591e-07 ; 0 ; 0 ; 0 ; 0.0691923752017 ; 0 ; 0.157617568641 ; 1560346457 ;
512 ; 1560346458 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.358459399871 ; 0 ; 48.3380496533 ; -4.67595885333 ; -3364.8257878 ; 6306.82649678 ; -3364.8257878 ; 6306.82649678 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.72760337591e-07 ; 0 ; 0 ; 0 ; 0.0698392733655 ; 0 ; 0.157617568641 ; 1560346458 ;
513 ; 1560346459 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.343867586784 ; 0 ; 48.3380455367 ; -4.67596100167 ; -3364.98485378 ; 6306.36874433 ; -3364.98485378 ; 6306.36874433 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.46683305502e-07 ; 0 ; 0 ; 0 ; 0.0652993027666 ; 0 ; 0.158245267623 ; 1560346459 ;
514 ; 1560346460 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.340132878951 ; 0 ; 48.3380409067 ; -4.67596294 ; -3365.12843149 ; 6305.85391182 ; -3365.12843149 ; 6305.85391182 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -8.10250639915e-08 ; 0 ; 0 ; 0 ; 0.0640388017919 ; 0 ; 0.158767476794 ; 1560346460 ;
515 ; 1560346461 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.340346382789 ; 0 ; 48.3380369383 ; -4.675965925 ; -3365.34933003 ; 6305.41265329 ; -3365.34933003 ; 6305.41265329 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.0896474123e-07 ; 0 ; 0 ; 0 ; 0.0628748646035 ; 0 ; 0.159198200149 ; 1560346461 ;
516 ; 1560346462 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.333403872184 ; 0 ; 48.3380338017 ; -4.67596900333 ; -3365.57707244 ; 6305.06387187 ; -3365.57707244 ; 6305.06387187 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.91386789083e-07 ; 0 ; 0 ; 0 ; 0.0620299199734 ; 0 ; 0.159529410513 ; 1560346462 ;
517 ; 1560346463 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.335050748519 ; 0 ; 48.3380307117 ; -4.675970865 ; -3365.71488174 ; 6304.72027954 ; -3365.71488174 ; 6304.72027954 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 1.02911144495e-07 ; 0 ; 0 ; 0 ; 0.0617415025194 ; 0 ; 0.159870258173 ; 1560346463 ;
518 ; 1560346464 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.326188968353 ; 0 ; 48.3380275533 ; -4.67597120667 ; -3365.74034459 ; 6304.3690889 ; -3365.74034459 ; 6304.3690889 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.93366611004e-08 ; 0 ; 0 ; 0 ; 0.0584368958433 ; 0 ; 0.160238267219 ; 1560346464 ;
519 ; 1560346465 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.327660010986 ; 0 ; 48.3380244167 ; -4.67597287167 ; -3365.86362036 ; 6304.02030748 ; -3365.86362036 ; 6304.02030748 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.62167304754e-07 ; 0 ; 0 ; 0 ; 0.0592486182088 ; 0 ; 0.160586893298 ; 1560346465 ;
520 ; 1560346466 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.319289015464 ; 0 ; 48.33802128 ; -4.67597500167 ; -3366.02126668 ; 6303.67152606 ; -3366.02126668 ; 6303.67152606 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.65892595053e-07 ; 0 ; 0 ; 0 ; 0.0553095596155 ; 0 ; 0.160929465987 ; 1560346466 ;
521 ; 1560346467 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.310221480064 ; 0 ; 48.3380175817 ; -4.67597681167 ; -3366.15529726 ; 6303.26029016 ; -3366.15529726 ; 6303.26029016 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.65892595053e-07 ; 0 ; 0 ; 0 ; 0.0522122757753 ; 0 ; 0.160929465987 ; 1560346467 ;
522 ; 1560346468 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.305469678573 ; 0 ; 48.338013245 ; -4.67597993 ; -3366.38607565 ; 6302.77807482 ; -3366.38607565 ; 6302.77807482 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -8.75443220139e-08 ; 0 ; 0 ; 0 ; 0.0511892482385 ; 0 ; 0.161813032054 ; 1560346468 ;
523 ; 1560346469 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.289439009361 ; 0 ; 48.33800983 ; -4.67598361667 ; -3366.65880167 ; 6302.39834415 ; -3366.65880167 ; 6302.39834415 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.14204192162e-08 ; 0 ; 0 ; 0 ; 0.0437836848282 ; 0 ; 0.162167912716 ; 1560346469 ;
524 ; 1560346470 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.298990296058 ; 0 ; 48.3380077433 ; -4.675987495 ; -3366.94560706 ; 6302.1663174 ; -3366.94560706 ; 6302.1663174 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 2.14204192162e-08 ; 0 ; 0 ; 0 ; 0.0484906099819 ; 0 ; 0.162167912716 ; 1560346470 ;
525 ; 1560346471 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.286595271758 ; 0 ; 48.3380044533 ; -4.67598892 ; -3367.05115344 ; 6301.80048609 ; -3367.05115344 ; 6301.80048609 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -2.00234353542e-08 ; 0 ; 0 ; 0 ; 0.0433592140028 ; 0 ; 0.16273257301 ; 1560346471 ;
526 ; 1560346472 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.272031592063 ; 0 ; 48.33800108 ; -4.67598959 ; -3367.10089939 ; 6301.42538854 ; -3367.10089939 ; 6301.42538854 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -7.12461769581e-08 ; 0 ; 0 ; 0 ; 0.0386651300155 ; 0 ; 0.163120689804 ; 1560346472 ;
527 ; 1560346473 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.275804685287 ; 0 ; 48.3379984367 ; -4.67599150833 ; -3367.2428679 ; 6301.13146328 ; -3367.2428679 ; 6301.13146328 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 9.12696123123e-08 ; 0 ; 0 ; 0 ; 0.0399114552847 ; 0 ; 0.163406805959 ; 1560346473 ;
528 ; 1560346474 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.25824611061 ; 0 ; 48.3379949683 ; -4.67599309167 ; -3367.36012933 ; 6300.74580221 ; -3367.36012933 ; 6300.74580221 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; 6.75208866596e-08 ; 0 ; 0 ; 0 ; 0.0330348327637 ; 0 ; 0.163794102222 ; 1560346474 ;
529 ; 1560346475 ; 48.281331 ; -4.630436 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0.261124061279 ; 0 ; 48.3379920933 ; -4.67599612833 ; -3367.58477497 ; 6300.4261168 ; -3367.58477497 ; 6300.4261168 ; -2446.35551798 ; 6452.87489621 ; 0 ; 0 ; 0 ; -1.74157321453e-07 ; 0 ; 0 ; 0 ; 0.0335495627235 ; 0 ; 0.164092764188 ; 1560346475 ;
